source,target,value
Fred Douglis,Thomas Ball,2.0
Fred Jung,Shinji Watanabe,2.0
Fred Lochovsky,Gang Wang,2.0
Fred Lochovsky,Ji-Rong Wen,2.0
Fred Lochovsky,Jian Hu,2.0
Fred Lochovsky,Jian-Tao Sun,2.0
Fred Lochovsky,Jiying Wang,2.0
Fred Lochovsky,Wei-Ying Ma,2.0
Fred Lochovsky,Zheng,2.0
Frederic Besson,Tomasz Blanc,2.0
Frederic Pighin,Jamie Hecker,2.0
Frederic Pighin,Richard Szeliski,2.0
Frederick J Livesey,Hillel Kugler,2.0
Frederick J Livesey,Sara-Jane Dunn,2.0
Frederick J Livesey,Tomoki Otani,2.0
Frederick J Livesey,Yoli Shavit,2.0
Frederick J Livesey,Youssef Hamadi,2.0
Frederick Jelinek,Harry Printz,2.0
Frederick Jelinek,Lidia Mangu,2.0
Frederick Jelinek,Ronald Rosenfeld,2.0
Frederick Jelinek,Sanjeev Khudanpur,2.0
Frederick Jelinek,Victor Jimenez,2.0
Frederick Lochovsky,Gang Wang,2.0
Frederick Lochovsky,Jian Hu,2.0
Frederick Lochovsky,Zheng Chen,2.0
Fritz Behr,Jian Huang,2.0
Fritz Behr,Jianfeng Gao,2.0
Fritz Behr,Jiangbo Miao,2.0
Fritz Behr,Katja Hofmann,2.0
Fritz Behr,Kuansan Wang,2.0
Fritz Behr,Xiaolong Li,2.0
Fr d ric Pighin,Richard Szeliski,2.0
Fu Jie Huang,Hong-Jiang Zhang,2.0
Fu Jie Huang,Tsuhan Chen,2.0
Fu Jie Huang,Zhihua Zhou,2.0
Fu-lai,Stephen Chi-fai Chan,2.0
Furcy Pin,Peter Key,2.0
Furkan Ayar,Jayneel Ghi,2.0
Furkan Ayar,Kathryn S McKinley,2.0
Furkan Ayar,Mario Nemirovsky,2.0
Furkan Ayar,Mark D Hill,2.0
Furkan Ayar,Michael M Swift,2.0
Furkan Ayar,Osman  nsal,2.0
Furkan Ayar,Vasileios Karakostas,2.0
Furui Liu,Hsun-Ping Hsieh,2.0
Furui Liu,Yu Zheng,2.0
Fuzheng Zhang,Guangzhong Sun,2.0
Fuzheng Zhang,Kai Zheng,2.0
Fuzheng Zhang,Siyu Yu,2.0
Fuzheng Zhang,Yingzi Wang,2.0
Fuzong Lin,Jinhai Wu,2.0
Fuzong Lin,Shipeng Li,2.0
G Chiribella,G M D'Ariano,2.0
G Chiribella,M R tteler,2.0
G Chouelter,Geoffrey,2.0
G Chouelter,S Chen,2.0
G Dahl,Li Deng,2.0
G Deisadze,L Garrett,2.0
G Deisadze,M Eristavi,2.0
G Deisadze,M Manevelidze,2.0
G Deisadze,M Smith,2.0
G Deisadze,N McGough,2.0
G Deisadze,N Memiadze,2.0
G Deisadze,R Wilford,2.0
G Deisadze,T Pantsulaia,2.0
G E Hinton,I G D Strachan,2.0
G Gibb,G Varghese,2.0
G Gibb,H Kim,2.0
G Gibb,M Horowitz,2.0
G Gibb,N McKeown,2.0
G Gibb,P Bosshart,2.0
G Gordon,J Woodfill,2.0
G Gordon,M Harville,2.0
G Gordon,T Darrell,2.0
G Hirota,M Livingston,2.0
G Hulten,J Goodman,2.0
G Hulten,W Yih,2.0
G Iannaccone,R Mortier,2.0
G Iannaccone,S Bhattacharyya,2.0
G J F Jones,K Sparck Jones,2.0
G J F Jones,M Boughanem,2.0
G J F Jones,S E Robertson,2.0
G J F Jones,S Walker,2.0
G J McInerny,H Y Wong,2.0
G J McInerny,I1 K hn,2.0
G J McInerny,J C Svenning,2.0
G J McInerny,J Groeneveld,2.0
G J McInerny,J M J Travis,2.0
G J McInerny,J M Montoya,2.0
G J McInerny,J R G Turner,2.0
G J McInerny,K Schiffers,2.0
G J McInerny,N E Zimmermann,2.0
G J McInerny,T G,2.0
G J McInerny,T Hickler,2.0
G Khan,M Ostendorf,2.0
G M D'Ariano,M R tteler,2.0
G Marsden,R Harper,2.0
G P Maddison,I G D Strachan,2.0
G P Maddison,J O'Rourke,2.0
G P Maddison,P S Thomas,2.0
G Quon,J Listgarten,2.0
G R Mirams,J Cooper,2.0
G R Mirams,J M Osborne,2.0
G R Mirams,J Pitt-Francis,2.0
G R Mirams,J Southern,2.0
G R Mirams,M E Marsh,2.0
G R Mirams,M O Bernabeu,2.0
G R Mirams,N Zemzemi,2.0
G R Mirams,P Pathmanathan,2.0
G R Mirams,R Bordas,2.0
G R Mirams,S-J Dunn,2.0
G R Mirams,Y Davit,2.0
G Ramalingam,Jose Faleiro,2.0
G Ramalingam,Kaushik Rajan,2.0
G Ramalingam,Venkatesh-Prasad Ranganath,2.0
G Ringwelski,Y Hamadi,2.0
G Robertson,G Smith,2.0
G Robertson,M Czerwinski,2.0
G Robertson,P Baudisch,2.0
G Russell,P N Benton,2.0
G Saon,K Vishwesariah,2.0
G Saon,S Axelrod,2.0
G Saon,S Chen,2.0
G Saon,V Goel,2.0
G Singh,G Smith,2.0
G Singh,K Toyama,2.0
G Singh,R Veeraraghavan,2.0
G Slade,JT Chayes,2.0
G Slade,R van der Hofstad,2.0
G Smith,K Toyama,2.0
G Smith,M Czerwinski,2.0
G Smith,P Baudisch,2.0
G Smith,R Veeraraghavan,2.0
G Varghese,H Kim,2.0
G Varghese,H Zheng,2.0
G Varghese,J Chen,2.0
G Varghese,M Chang,2.0
G Varghese,M Horowitz,2.0
G Varghese,N Mc,2.0
G Varghese,N McKeown,2.0
G Varghese,P Bosshart,2.0
G Varghese,P Kazemanian,2.0
G Varghese,V Srinivasan,2.0
G Venolia,Hsiao-Wuen Hon,2.0
G Venolia,J Goodman,2.0
G Venolia,Jasha Droppo,2.0
G Venolia,K Stery,2.0
G Venolia,Kuansan Wang,2.0
G Venolia,L Jiang,2.0
G Venolia,Li Deng,2.0
G Venolia,M Plumpe,2.0
G Venolia,Milind Mahajan,2.0
G Venolia,P Mau,2.0
G Venolia,R Loynd,2.0
G Venolia,S Meredith,2.0
G Venolia,S Mughal,2.0
G Venolia,S Neto,2.0
G Venolia,Xuedong Huang,2.0
G Venolia,Ye-Yi,2.0
G Woodward,H A Dawah,2.0
G Woodward,J E Cohen,2.0
G Woodward,J K Pinnegar,2.0
G Woodward,J L Blanchard,2.0
G Woodward,J Memmott,2.0
G Woodward,K Mintenbeck,2.0
G Woodward,L Cushing,2.0
G Woodward,L F Bersier,2.0
G Woodward,L Ruess,2.0
G Woodward,M E Ledger,2.0
G Woodward,M F C Blenier,2.0
G Woodward,N D Martinez,2.0
G Woodward,P Warren,2.0
G Woodward,R J Williams,2.0
G Woodward,S Harper-Smith,2.0
G Woodward,S R Carpenter,2.0
G Woodward,T Brey,2.0
G Woodward,T Dell,2.0
G Woodward,T Jonsson,2.0
G Woodward,T S Rayner,2.0
G Woodward,U Brose,2.0
G Woodward,U Jacob,2.0
G Woodward,W Ulrich,2.0
G Xing,J Li,2.0
G Xing,S Li,2.0
G Xing,Y Zhang,2.0
G Zweig,K Vishwesariah,2.0
G Zweig,L Burget,2.0
G Zweig,M Padmanabhan,2.0
G Zweig,O Siohan,2.0
G Zweig,P Schwarz,2.0
G Zweig,S Axelrod,2.0
G Zweig,V Goel,2.0
G Zweig,X Li,2.0
GD Guo,HongJiang Zhang,2.0
GD Guo,Stan Z Li,2.0
GE Blake,IJ Davis,2.0
GE Blake,Kuikka Kilpelainen,2.0
GE Blake,P Kilpelainen,2.0
GN Paulley,Per-Ake Larson,2.0
GSVS Sivaram,Geoffrey Zweig,2.0
GSVS Sivaram,Greg Sell,2.0
GSVS Sivaram,Hynek Hermansky,2.0
GSVS Sivaram,Justine,2.0
GSVS Sivaram,Kris Demuynck,2.0
GSVS Sivaram,Les Atlas,2.0
GSVS Sivaram,Meihong Wang,2.0
GSVS Sivaram,Pascal Clark,2.0
GSVS Sivaram,Patrick Nguyen,2.0
GSVS Sivaram,Samuel Bowman,2.0
GSVS Sivaram,Samuel Thomas,2.0
Gabe Knezek,Henrik Nielsen,2.0
Gabe Knezek,Hong Lu,2.0
Gabe Knezek,Johannes Heler,2.0
Gabe Knezek,Karl Meier,2.0
Gabe Knezek,Margus Veanes,2.0
Gabe Knezek,Michael Stewart,2.0
Gabe Knezek,Mikhail Kisin,2.0
Gabe Knezek,Nishith Khantal,2.0
Gabe Knezek,Oscar Almeida,2.0
Gabe Knezek,Philip Garcia,2.0
Gabe Knezek,Richard Neil Pittman,2.0
Gabe Knezek,Risto Serg,2.0
Gabe Knezek,Sarah Berry,2.0
Gabe Knezek,Sibin Mohan,2.0
Gabe Knezek,Steve Liu,2.0
Gabe Knezek,Warren Linam-Church,2.0
Gabor,Wolfram Schulte,2.0
Gabor Simko,Janos Sztipanovits,2.0
Gabor Simko,ethan jackson,2.0
Gabor Szekely,Gozde Unal,2.0
Gabor Szekely,Herve Delingette,2.0
Gabor Szekely,Hoo-Chang Shin,2.0
Gabor Szekely,Jamie Shotton,2.0
Gabor Szekely,Jason J Corso,2.0
Gabor Szekely,Jayashree Kalpathy-Cramer,2.0
Gabor Szekely,Joana Festa,2.0
Gabor Szekely,Johannes Slotboom,2.0
Gabor Szekely,Jose Antonio Mariz,2.0
Gabor Szekely,Justin Kirby,2.0
Gabor Szekely,Keyvan Farahani,2.0
Gabor Szekely,Khan M Iftekharuddin,2.0
Gabor Szekely,Koen Van Leemput,2.0
Gabor Szekely,Lawrence Schwartz,2.0
Gabor Szekely,Levente Lanczi,2.0
Gabor Szekely,Liang Zhao,2.0
Gabor Szekely,Marc-Andre Weber,2.0
Gabor Szekely,Marcel Prastawa,2.0
Gabor Szekely,Mauricio Reyes,2.0
Gabor Szekely,Max Wintermark,2.0
Gabor Szekely,Michael Ryan,2.0
Gabor Szekely,Michel Dojat,2.0
Gabor Szekely,Nagesh K Subbanna,2.0
Gabor Szekely,Nicholas Ayache,2.0
Gabor Szekely,Nicholas J Tustison,2.0
Gabor Szekely,Nicolas Cordier,2.0
Gabor Szekely,Nicole Porz,2.0
Gabor Szekely,Nigel M John,2.0
Gabor Szekely,Nuno Sousa,2.0
Gabor Szekely,Owen M Thomas,2.0
Gabor Szekely,Patricia Buendia,2.0
Gabor Szekely,Polina Goll,2.0
Gabor Szekely,Raj Jena,2.0
Gabor Szekely,Raphael Meier,2.0
Gabor Szekely,Rol Wiest,2.0
Gabor Szekely,Senan Doyle,2.0
Gabor Szekely,Sergio Pereira,2.0
Gabor Szekely,Stefan Bauer,2.0
Gabor Szekely,Stephen J Price,2.0
Gabor Szekely,Syed M S Reza,2.0
Gabor Szekely,Tal Arbel,2.0
Gabor Szekely,Tammy Riklin Raviv,2.0
Gabor Szekely,Thomas J Taylor,2.0
Gabor Szekely,Tilak Das,2.0
Gabor Szekely,Xiaotao Guo,2.0
Gabor Szekely,Yuliya Burren,2.0
Gabriel Kliot,Isabelle Stanton,2.0
Gabriel Kliot,Ishai Menache,2.0
Gabriel Kliot,James H Hill,2.0
Gabriel Kliot,Manjula Peiris,2.0
Gabriel Kliot,Mark Silberstein,2.0
Gabriel Kliot,Mohamed Sarwat,2.0
Gabriel Kliot,Philip A Bernstein,2.0
Gabriel Kliot,Qiaomin Xie,2.0
Gabriel Kliot,Sameh Elnikety,2.0
Gabriel Kliot,Soramichi Akiyama,2.0
Gabriel Kliot,Yi Lu,2.0
Gabriel Kliot,Yuxiong He,2.0
Gabriel Loh,Karin Strauss,2.0
Gabriel Loh,Timothy Sherwood,2.0
Gabriel White,Leizhong Zhang,2.0
Gabriela Cretu,Mihai Budiu,2.0
Gabriela Cretu,Moises Goldszmidt,2.0
Gabriela Marcu,Gillian R Hayes,2.0
Gabriela Marcu,James Scott,2.0
Gabriela Marcu,Khai N Truong,2.0
Gabriela Marcu,Marc Langheinrich,2.0
Gabriella Kazai,Gavin Smyth,2.0
Gabriella Kazai,Gerard Oleksik,2.0
Gabriella Kazai,Imed Zitouni,2.0
Gabriella Kazai,Ingemar J Cox,2.0
Gabriella Kazai,Jamie Costello,2.0
Gabriella Kazai,Jinyoung Kim,2.0
Gabriella Kazai,M S Ali,2.0
Gabriella Kazai,Mariano P Consens,2.0
Gabriella Kazai,Max L Wilson,2.0
Gabriella Kazai,Mehdi Hosseini,2.0
Gabriella Kazai,Mounia Lalmas,2.0
Gabriella Kazai,Nick Craswell,2.0
Gabriella Kazai,Rachel Jones,2.0
Gabriella Kazai,Vishwa,2.0
Gaeul Jeong,Sunghun Kim,2.0
Gaeul Jeong,Thomas Zimmermann,2.0
Gagan Aggarwal,Krishnaram Kenthapadi,2.0
Gagan Aggarwal,Rina Panigrahy,2.0
Gagan Aggarwal,Samir Khuller,2.0
Gagan Aggarwal,Tom s Feder,2.0
Gagan Goel,Kamesh Munagala,2.0
Gagan Goel,Milena Mihail,2.0
Gagan Goel,Sayan Bhattacharya,2.0
Gagan Goel,Sreenivas Gollapudi,2.0
Gahgene Gweon,Joonwon Lee,2.0
Gahgene Gweon,Junehwa Song,2.0
Gahgene Gweon,Koji Yatani,2.0
Gahgene Gweon,Kyong-Mee Chung,2.0
Gahgene Gweon,Minsam Ko,2.0
Gahgene Gweon,Subin Yang,2.0
Gahgene Gweon,Uichin Lee,2.0
Gahgene Gweon,Yuhwan Kim,2.0
Gail C Murphy,Thomas Fritz,2.0
Gail C Murphy,Thomas Zimmermann,2.0
Gaizka Navarro,Geoffrey Zweig,2.0
Gaizka Navarro,Guoguo Chen,2.0
Gaizka Navarro,Hari Parthasarathi,2.0
Gaizka Navarro,Huaming Wang,2.0
Gaizka Navarro,Jasha Droppo,2.0
Gaizka Navarro,Kaisheng Yao,2.0
Gaizka Navarro,Malcolm Slaney,2.0
Gaizka Navarro,Mark Hillebr,2.0
Gaizka Navarro,Marko Padmilac,2.0
Gaizka Navarro,Michael L Seltzer,2.0
Gaizka Navarro,Oleksii Kuchaiev,2.0
Gaizka Navarro,Olivier Nano,2.0
Gaizka Navarro,Philipp Kranen,2.0
Gaizka Navarro,Ryan Hoens,2.0
Gaizka Navarro,Scott Cyphers,2.0
Gaizka Navarro,Vladimir Ivanov,2.0
Gaizka Navarro,Wolfgang Manousek,2.0
Gaizka Navarro,Xuedong Huang,2.0
Gaizka Navarro,Yongqiang Wang,2.0
Gaizka Navarro,Yu Zhang,2.0
Gaizka Navarro,Zhiheng Huang,2.0
Gajera,Jacki,2.0
Gajera,O Neill,2.0
Gajera,Rinku,2.0
Gal Lavee,Royi Ronen,2.0
Galen Andrew,Jianfeng,2.0
Galen C Hunt,Jacob R Lorch,2.0
Galen C Hunt,Lisa Glendenning,2.0
Galen C Hunt,Manuel Fahndrich,2.0
Galen C Hunt,Mark Aiken,2.0
Galen C Hunt,Michael Spear,2.0
Galen C Hunt,Nick Murphy,2.0
Galen C Hunt,Paul Barham,2.0
Galen C Hunt,Pedro Fonseca,2.0
Galen C Hunt,Reuben Olinsky,2.0
Galen C Hunt,Robert J Stets,2.0
Galen C Hunt,Tom Roeder,2.0
Galen Hunt,Jon Howell,2.0
Galen Hunt,Manuel Fahndrich,2.0
Galen Hunt,Marcus Peinado,2.0
Galen Hunt,Martin Abadi,2.0
Galen Hunt,Nick Murphy,2.0
Galen Hunt,Paul Barham,2.0
Galen Hunt,Reuben Olinsky,2.0
Galen Hunt,Ross McIlroy,2.0
Galen Hunt,Silas Boyd-Wickizer,2.0
Galen Hunt,Ted Wobber,2.0
Galen Reeves,Lakshmi Ganesh,2.0
Ganesan Ramalingam,Ionel Gog,2.0
Ganesan Ramalingam,Jana Giceva,2.0
Ganesan Ramalingam,Josh,2.0
Ganesan Ramalingam,Malte Schwarzkopf,2.0
Ganesan Ramalingam,Manuel Costa,2.0
Ganesan Ramalingam,Michael Isard,2.0
Ganesan Ramalingam,Michal Segalov,2.0
Ganesan Ramalingam,Steven H,2.0
Ganesh Ananthanarayanan,Iqbal Mohomed,2.0
Ganesh Ananthanarayanan,Maya Haridasan,2.0
Ganesh Ananthanarayanan,Paramvir Bahl,2.0
Ganesh Ananthanarayanan,Peter Bodik,2.0
Ganesh Ananthanarayanan,Qifan Pu,2.0
Ganesh Ananthanarayanan,Robert Grl,2.0
Ganesh Ananthanarayanan,Scott Shenker,2.0
Ganesh Ananthanarayanan,Sriram Rao,2.0
Ganesh Ananthanarayanan,Yi Lu,2.0
Ganesh J,Manish Gupta,2.0
Ganesh J,Soumyajit Ganguly,2.0
Ganesh J,Vasudeva Varma,2.0
Ganesh J,Vikram Pudi,2.0
Ganesh Jawahar,Manish Gupta,2.0
Ganesh Jawahar,Vasudeva Varma,2.0
Gang Chen,Lijuan Wang,2.0
Gang Chen,Matt Scott,2.0
Gang Chen,Yao Qian,2.0
Gang Hu,Huayang Guo,2.0
Gang Hu,Junfeng Yang,2.0
Gang Hu,Lidong Zhou,2.0
Gang Hu,Lintao Zhang,2.0
Gang Hu,Ming Wu,2.0
Gang Hua,Paul A Viola,2.0
Gang Hua,Steven M,2.0
Gang Hua,Ying Shan,2.0
Gang Hua,Ying Wu,2.0
Gang Li,Gong Cheng,2.0
Gang Li,Hany Hassan,2.0
Gang Li,Huifeng Zhu,2.0
Gang Li,Kaisheng Yao,2.0
Gang Li,Kit Thambiratnam,2.0
Gang Li,Li Deng,2.0
Gang Li,Lijuan Wang,2.0
Gang Li,Nicholas Ruiz,2.0
Gang Li,Qin Gao,2.0
Gang Li,Xiaodong He,2.0
Gang Li,Xinjian Zhang,2.0
Gang WANG,Jun YAN,2.0
Gang WANG,Ning LIU,2.0
Gang WANG,Wen ZHANG,2.0
Gang WANG,Yun JIANG,2.0
Gang WANG,Zheng CHEN,2.0
Gang Wang,Haixun,2.0
Gang Wang,Haixun Wang,2.0
Gang Wang,Jack W Stokes,2.0
Gang Wang,Xiaochuan Ni,2.0
Gang Xu,Heung-Yeung Shum,2.0
Gang Xu,Jun-ichi Terai,2.0
Gang Zeng,Qifa Ke,2.0
Gang Zeng,Rui Gan,2.0
Gang Zeng,Zhuowen Tu,2.0
Gao Huang,Jianwen Zhang,2.0
Gao Huang,Shiji Song,2.0
Gao Huang,Zheng Chen,2.0
Gao X,G ttgens B,2.0
Gao X,Hannah R,2.0
Gao X,Hidetoshi S,2.0
Gao X,Kawata VKS,2.0
Gao X,Liu P,2.0
Gao X,Moignard V,2.0
Gao X,Sch tte J,2.0
Gao X,Swiers G,2.0
Gao X,Tanaka Y,2.0
Gao X,Tijssen MR,2.0
Gao X,Wilkinson A,2.0
Gao X,Woodhouse S,2.0
Gao X,de Bruijn MFTR,2.0
Gao Xiaojiang,Jennifer Listgarten,2.0
Gao Xiaojiang,Mary Carrington,2.0
Gao Xiaojiang,Philip Goulder,2.0
Gao Xiaojiang,Zabrina Brumme,2.0
Gardner,Lees,2.0
Gardner,Moura,2.0
Gardner,N G,2.0
Gardner,R M,2.0
Gardner,T A,2.0
Gardner,sadia,2.0
Gareth Jones,Karen Sparck Jones,2.0
Garth A Gibson,Joseph S III Barrera,2.0
Garth A Gibson,Michael B Jones,2.0
Garth A Gibson,Nathan P Myhrvold,2.0
Garth A Gibson,Richard F Rashid,2.0
Garth A Gibson,Richard P Draves,2.0
Garth A Gibson,Robert P Fitzgerald,2.0
Garth A Gibson,Steven P Levi,2.0
Garth A Gibson,William J Bolosky,2.0
Garvit Juniwal,Jasmin Fisher,2.0
Garvit Juniwal,Nir,2.0
Garvit Juniwal,Samin Ishtiaq,2.0
Gary Bradski,Minerva M Yeung,2.0
Gary C T Chow,Ken Eguro,2.0
Gary C T Chow,Phillip Leong,2.0
Gary C T Chow,Wayne Luk,2.0
Gary CT Chow,Ken Eguro,2.0
Gary Hsieh,Ken Wood,2.0
Gary J Sullivan,Gregory W Wornell,2.0
Gary J Sullivan,Henrique Malvar,2.0
Gary J Sullivan,Srinath Reddy,2.0
Gary J Sullivan,Yifu Zhang,2.0
Gary Kacmarcik,Michael Gamon,2.0
Gary M,Gina Venolia,2.0
Gary M,Patrick C Shih,2.0
Gary M Fellers,Heather McKenny,2.0
Gary M Fellers,John R Matchett,2.0
Gary M Fellers,Lucas Joppa,2.0
Gary M Fellers,Matthew L Brooks,2.0
Gary M Fellers,Patrick Kleeman,2.0
Gary M Fellers,Qinghua Guo,2.0
Gary M Fellers,Richard J Williams,2.0
Gary M Fellers,Rol A Knapp,2.0
Gary M Fellers,Steven M Ostoja,2.0
Gary M Olson,Irene Rae,2.0
Gary M Olson,Leila Takayama,2.0
Gary Marsden,Kentaro Toyama,2.0
Gary Marsden,Matt Jones,2.0
Gary Marsden,Matthew Kam,2.0
Gary Marsden,Nitendra,2.0
Gary Marsden,Susan Dray,2.0
Gary Marsden,Tapan Parikh,2.0
Gaurav Deshpe,Lili Qiu,2.0
Gaurav Deshpe,Ratul Mahajan,2.0
Gaurav Deshpe,Yi Li,2.0
Gaurav Deshpe,Yin Zhang,2.0
Gaurav Deshpe,Zifei Zhong,2.0
Gaurav Mathur,Venkata N Padmanabhan,2.0
Gaurav Paruthi,Kiran Gaikwad,2.0
Gaurav Paruthi,Swati Ittan,2.0
Gaurav Sinha,Martin Burtscher,2.0
Gaurav Suri,Yi-Min Wang,2.0
Gautam Das,Mayur Datar,2.0
Gautam Das,Rajeev Motwani,2.0
Gautam Kumar,Ishai Menache,2.0
Gautam Kumar,Peter Bodik,2.0
Gautam Kumar,Srikanth Kula,2.0
Gautam Shroff,Prasun Dewan,2.0
Gautam Shroff,Puneet Agrawal,2.0
Gautam Shroff,Rajesh Hegde,2.0
Gavin Bierman,Martin Hyl,2.0
Gavin Bierman,Nick Benton,2.0
Gavin Bierman,Nikhil Swamy,2.0
Gavin Bierman,Panagiotis Vekris,2.0
Gavin Bierman,Valeria de Paiva,2.0
Gavin Jancke,Gina D Venolia,2.0
Gavin Jancke,Gina Venolia,2.0
Gavin M Bierman,Michael Hicks,2.0
Gavin M Bierman,Nikhil Swamy,2.0
Gavin M Bierman,Wolfram,2.0
Gavin Smyth,Georgina Browne,2.0
Gavin Smyth,Gerard Oleksik,2.0
Gavin Smyth,James Scott,2.0
Gavin Smyth,James Srinivasan,2.0
Gavin Smyth,Janez Brank,2.0
Gavin Smyth,John Downs,2.0
Gavin Smyth,John Helmes,2.0
Gavin Smyth,Ken Wood,2.0
Gavin Smyth,Kerry Rodden,2.0
Gavin Smyth,Lyndsay Williams,2.0
Gavin Smyth,Marta E Cecchinato,2.0
Gavin Smyth,Martin Hicks,2.0
Gavin Smyth,Max L Wilson,2.0
Gavin Smyth,Michael Massimi,2.0
Gavin Smyth,Milad Shokouhi,2.0
Gavin Smyth,Narinder Kapur,2.0
Gavin Smyth,Nicolas Villar,2.0
Gavin Smyth,Peter Watson,2.0
Gavin Smyth,Ronald M Baecker,2.0
Gavin Smyth,Shahram Izadi,2.0
Gavin Smyth,Steve Hodges,2.0
Gayathri Ravichran Geetha,Jaime Teevan,2.0
Geguang Pu,Liu WenYin,2.0
Geguang Pu,Shengping Liu,2.0
Geguang Pu,Wei-Ying Ma,2.0
Geguang Pu,Zheng Chen,2.0
Gene Ball,Jack Breese,2.0
Gene Ball,John Miller,2.0
Gene Ball,Maarten Van Dantzich,2.0
Gene Ball,Tim Skelly,2.0
Gene Ball,Trace Wax,2.0
Gene Cheung,Oscar C Au,2.0
Gene Cheung,Philip A Chou,2.0
Gennady Antoshenkov,James Murray,2.0
Gennady Pekhimenko,Karin Strauss,2.0
Gennady Pekhimenko,Oriana Riva,2.0
Genquan,Xudong Cao,2.0
Geoff Hinton,Li Deng,2.0
Geoff Hinton,Mike Seltzer,2.0
Geoff Hulten,Jakub Szyma ski,2.0
Geoff Outhred,Herodotos Herodotou,2.0
Geoff Outhred,Karthick Jayaraman,2.0
Geoff Outhred,Nikolaj Bjrner,2.0
Geoff Outhred,Percy Fitter,2.0
Geoff Outhred,Shobana Balakrishnan,2.0
Geoff Zweig,Gokhan Tur,2.0
Geoff Zweig,Hani Amr,2.0
Geoff Zweig,Jason Williams,2.0
Geoff Zweig,Jessica Miller,2.0
Geoff Zweig,Jinyu Li,2.0
Geoff Zweig,Jui-Ting Huang,2.0
Geoff Zweig,Kaisheng Yao,2.0
Geoff Zweig,Larry Heck,2.0
Geoff Zweig,Li Deng,2.0
Geoff Zweig,Michael Seltzer,2.0
Geoff Zweig,Mokhtar Ashour,2.0
Geoff Zweig,Mouni Reddy,2.0
Geoff Zweig,Nobal B Niraula,2.0
Geoff Zweig,Pradeep Dasigi,2.0
Geoff Zweig,Xiaodong He,2.0
Geoff Zweig,Yifan Gong,2.0
Geofferey M Voelker,Martin Abadi,2.0
Geofferey M Voelker,Stefan Savage,2.0
Geofferey M Voelker,Yinglian Xie,2.0
Geoffrey,Tomas Mikolov,2.0
Geoffrey E Hinton,Markus Svens n,2.0
Geoffrey Fox,Nelson Araujo,2.0
Geoffrey Fox,Scott Beason,2.0
Geoffrey Fox,Xiaohong Qiu,2.0
Geoffrey Hinton,Li Deng,2.0
Geoffrey Hinton,Navdeep Jaitly,2.0
Geoffrey Hinton,Patrick Nguyen,2.0
Geoffrey Hinton,Ruhi Sarikaya,2.0
Geoffrey Hinton,Tara Sainath George Dahl,2.0
Geoffrey Hinton,Vincent Vanhoucke,2.0
Geoffrey M Davis,Richard G Baraniuk,2.0
Geoffrey M Davis,Roger L Claypoole Jr,2.0
Geoffrey M Davis,Sumit Chawla,2.0
Geoffrey M Davis,Wim Sweldens,2.0
Geoffrey M Davis,Xiyong Song,2.0
Geoffrey M Davis,Zhifeng Zhang,2.0
Geoffrey M Voelker,Haitao Wu,2.0
Geoffrey M Voelker,Mi Chen,2.0
Geoffrey M Voelker,Shen Wang,2.0
Geoffrey M Voelker,Yongguang Zhang,2.0
Geoffrey M Voelker,Yusheng Ye,2.0
Geoffrey Zweig,Gerald Penn,2.0
Geoffrey Zweig,Greg Sell,2.0
Geoffrey Zweig,Gr goire Mesnil,2.0
Geoffrey Zweig,Guoguo Chen,2.0
Geoffrey Zweig,Hao Cheng,2.0
Geoffrey Zweig,Hari Parthasarathi,2.0
Geoffrey Zweig,Huaming Wang,2.0
Geoffrey Zweig,Hynek Hermansky,2.0
Geoffrey Zweig,Jacob Devlin,2.0
Geoffrey Zweig,Jianfeng Gao,2.0
Geoffrey Zweig,Jinyu Li,2.0
Geoffrey Zweig,Jon Nedel,2.0
Geoffrey Zweig,Justine,2.0
Geoffrey Zweig,Justine Kao,2.0
Geoffrey Zweig,Konstantin,2.0
Geoffrey Zweig,Kris Demuynck,2.0
Geoffrey Zweig,Larry Heck,2.0
Geoffrey Zweig,Lawrence Zitnick,2.0
Geoffrey Zweig,Les Atlas,2.0
Geoffrey Zweig,Malcolm Slaney,2.0
Geoffrey Zweig,Mark Hillebr,2.0
Geoffrey Zweig,Marko Padmilac,2.0
Geoffrey Zweig,Meihong Wang,2.0
Geoffrey Zweig,Michael L Seltzer,2.0
Geoffrey Zweig,Michael Levit,2.0
Geoffrey Zweig,Milind Mahajan,2.0
Geoffrey Zweig,Mirko Hannemann,2.0
Geoffrey Zweig,Oleksii Kuchaiev,2.0
Geoffrey Zweig,Olivier Nano,2.0
Geoffrey Zweig,Pascal Clark,2.0
Geoffrey Zweig,Philipp Kranen,2.0
Geoffrey Zweig,Piotr Dollar,2.0
Geoffrey Zweig,Rupesh Srivastava,2.0
Geoffrey Zweig,Ryan Hoens,2.0
Geoffrey Zweig,Samuel Bowman,2.0
Geoffrey Zweig,Samuel Thomas,2.0
Geoffrey Zweig,Scott Cyphers,2.0
Geoffrey Zweig,Shawn Chang,2.0
Geoffrey Zweig,Shuangyu Chang,2.0
Geoffrey Zweig,Vladimir Ivanov,2.0
Geoffrey Zweig,Wolfgang Manousek,2.0
Geoffrey Zweig,Xiaolong Li,2.0
Geoffrey Zweig,Xuedong Huang,2.0
Geoffrey Zweig,Yann Dauphin,2.0
Geoffrey Zweig,Yifan Gong,2.0
Geoffrey Zweig,Yongqiang Wang,2.0
